index,id,company name,chemistry_detail,chemistry,format,part,cell status,cell shape,cycle_life,capacity_fade_eol,vol. energy density (wh/l),capacity_nom,v_max,v_nom,v_min,i_cont,i_peak,crate_discharge_cyclelife,weight (gr),volume (cc),i_charge_max,standard charge current (a),crate_charge_cyclelife,t_rest_h,length (mm),height (mm),width_(mm),diameter_(mm),id/date,charging_method,crate_cv_cutoff,t_cycle_dod,op_temp_discharge_min_c,t_max,t_charge_min,storage_temp_max_c,r_internal,charging_voltage_v,charge_cutoff_current_a,calendar_life_years,resistance_growth_eol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-18654,SDL-18654,Saft,Lithium Iron Phosphate,LFP,Cylindrical,VL 25PFE,Active,Cyl,2500,75,189,25,3.65,3.3,2.5,25,500,0.5,940,451.3401,12.5,5,0.5,0.5,54,195,174,54,8.2007,CC-CV,0.02,80%,-20,55,0,30,4.98,4.25,0.049,14.4,8.0925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-20110,SDL-20110,Eemb Co,Lithium Cobalt Oxide,ambigious - LCO,Pouch,LP6545135,Active,Prismatic,500,80,355,3.8,4.2,3.7,2.7,0.76,7.6,0.5,82,39.4875,1.75,0.76,0.5,0.5,135,6.5,45,21,-,CC-CV,0.02,80%,0,55,-20,40,3.22,4.23,1.179,9.9,5.796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-20112a,SDL-20112,Eemb Co,Lithium Cobalt Oxide,ambigious - LCO,Pouch,LP8545135-PCM-LD,Active,Prismatic,500,80,355,5.6,4.2,3.7,2.7,1.12,11.2,0.5,105,51.6375,5.6,1.12,0.5,0.5,135,8.5,45,21,14.10.2015,CC-CV,0.02,80%,-10,55,-10,35,5.45,4.24,1.511,8.1,9.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-20112b,SDL-20112,Eemb Co,Lithium Cobalt Oxide,ambigious - LCO,Pouch,LP8545135-PCM-LD,Active,Prismatic,800,80,355,5.6,4.2,3.7,2.7,1.12,11.2,0.2,105,51.6375,5.6,1.12,0.2,0.5,135,8.5,45,21,14.10.2015,CC-CV,0.02,80%,-20,60,-20,40,5.72,4.22,1.62,9.9,10.296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-20131a,SDL-20131,Eemb Co,Lithium Cobalt Oxide,ambigious - LCO,Pouch,LP6548166,Active,Prismatic,500,80,355,5.6,4.2,3.7,2.7,1.12,11.2,0.5,112,51.792,5.6,1.12,0.5,0.5,166,6.5,48,21,03.11.2020,CC-CV,0.02,80%,-20,60,-10,35,7.78,4.24,3.617,8.1,14.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-20131b,SDL-20131,Eemb Co,Lithium Cobalt Oxide,ambigious - LCO,Pouch,LP6548166,Active,Prismatic,800,80,355,5.6,4.2,3.7,2.7,1.12,11.2,0.2,112,51.792,5.6,1.12,0.2,0.5,166,6.5,48,21,03.11.2020,CC-CV,0.02,80%,-10,55,0,35,2.47,4.2,1.81,9,4.446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-20132a,SDL-20132,Eemb Co,Lithium Cobalt Oxide,ambigious - LCO,Pouch,LP6848166,Active,Prismatic,500,80,355,5.2,4.2,3.7,2.7,1.04,10.4,0.5,110,54.1824,5.2,1.04,0.5,0.5,166,6.8,48,21,03.11.2020,CC-CV,0.02,80%,-10,55,-10,25,7.82,4.23,1.551,10.8,14.076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-20132b,SDL-20132,Eemb Co,Lithium Cobalt Oxide,ambigious - LCO,Pouch,LP6848166,Active,Prismatic,800,80,355,5.2,4.2,3.7,2.7,1.04,10.4,0.2,110,54.1824,5.2,1.04,0.2,0.5,166,6.8,48,21,03.11.2020,CC-CV,0.02,80%,-20,60,-10,35,5.7,4.23,1.249,10.8,10.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-20133a,SDL-20133,Eemb Co,Lithium Cobalt Oxide,ambigious - LCO,Pouch,LP7548166,Active,Prismatic,500,80,355,6.2,4.2,3.7,2.7,1.24,12.4,0.5,124.5,59.76,6.2,1.24,0.5,0.5,166,7.5,48,21,28.07.2017,CC-CV,0.02,80%,-20,55,-10,25,2.98,4.21,1.067,9,5.364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-20133b,SDL-20133,Eemb Co,Lithium Cobalt Oxide,ambigious - LCO,Pouch,LP7548166,Active,Prismatic,800,80,355,6.2,4.2,3.7,2.7,1.24,12.4,0.2,124.5,59.76,6.2,1.24,0.2,0.5,166,7.5,48,21,28.07.2017,CC-CV,0.02,80%,-20,60,-10,25,6.95,4.25,3.466,8.1,12.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-20149a,SDL-20149,Eemb Co,Lithium Cobalt Oxide,ambigious - LCO,Pouch,LP855085-PCM-NTC-LD,Active,Prismatic,500,80,355,3.9,4.2,3.7,2.7,0.78,7.8,0.5,78,36.125,3.9,0.78,0.5,0.5,85,8.5,50,21,-,CC-CV,0.02,80%,-10,60,0,35,2.5,4.27,1.28,9.9,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-20149b,SDL-20149,Eemb Co,Lithium Cobalt Oxide,ambigious - LCO,Pouch,LP855085-PCM-NTC-LD,Active,Prismatic,800,80,355,3.9,4.2,3.7,2.7,0.78,7.8,0.2,78,36.125,3.9,0.78,0.2,0.5,85,8.5,50,21,-,CC-CV,0.02,80%,-10,50,0,30,3.78,4.21,2.041,7.2,6.804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-20153a,SDL-20153,Eemb Co,Lithium Cobalt Oxide,ambigious - LCO,Pouch,LP9051109-PCM-NTC-LD,Active,Prismatic,500,80,355,5.5,4.2,3.7,2.7,1.1,11,0.5,110,50.031,5.5,1.1,0.5,0.5,109,9,51,21,-,CC-CV,0.02,80%,0,50,0,40,5.79,4.23,3.359,10.8,10.422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-20153b,SDL-20153,Eemb Co,Lithium Cobalt Oxide,ambigious - LCO,Pouch,LP9051109-PCM-NTC-LD,Active,Prismatic,800,80,355,5.5,4.2,3.7,2.7,1.1,11,0.2,110,50.031,5.5,1.1,0.2,0.5,109,9,51,21,-,CC-CV,0.02,80%,0,55,-10,30,2.9,4.24,0.456,8.1,5.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-20180a,SDL-20180,Eemb Co,Lithium Cobalt Oxide,ambigious - LCO,Pouch,LP925572,Active,Prismatic,500,80,355,4,4.2,3.7,2.7,0.8,8,0.5,72,36.432,4,0.8,0.5,0.5,72,9.2,55,21,14.07.2017,CC-CV,0.02,80%,0,50,-20,40,6.28,4.29,1.401,8.1,11.304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-20180b,SDL-20180,Eemb Co,Lithium Cobalt Oxide,ambigious - LCO,Pouch,LP925572,Active,Prismatic,800,80,355,4,4.2,3.7,2.7,0.8,8,0.2,72,36.432,4,0.8,0.2,0.5,72,9.2,55,21,14.07.2017,CC-CV,0.02,80%,0,60,-10,35,6.71,4.2,3.77,9,12.078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-20209a,SDL-20209,Eemb Co,Lithium Cobalt Oxide,ambigious - LCO,Pouch,LP956167-PCM-LD,Active,Prismatic,500,80,355,4,4.2,3.7,2.7,0.8,8,0.5,80,38.8265,4,0.8,0.5,0.5,67,9.5,61,21,23.09.2015,CC-CV,0.02,80%,-20,60,0,40,2.14,4.27,0.782,8.1,3.852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-20209b,SDL-20209,Eemb Co,Lithium Cobalt Oxide,ambigious - LCO,Pouch,LP956167-PCM-LD,Active,Prismatic,800,80,355,4,4.2,3.7,2.7,0.8,8,0.2,80,38.8265,4,0.8,0.2,0.5,67,9.5,61,21,23.09.2015,CC-CV,0.02,80%,-20,50,-10,35,1.89,4.22,2.526,7.2,3.402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-20211a,SDL-20211,Eemb Co,Lithium Cobalt Oxide,ambigious - LCO,Pouch,LP656194-PCM-LD,Active,Prismatic,500,80,355,4,4.2,3.7,2.7,0.8,8,0.5,80,37.271,4,0.8,0.5,0.5,94,6.5,61,21,21.01.2015,CC-CV,0.02,80%,-20,50,-10,30,7.29,4.22,0.245,7.2,13.122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-20211b,SDL-20211,Eemb Co,Lithium Cobalt Oxide,ambigious - LCO,Pouch,LP656194-PCM-LD,Active,Prismatic,800,80,355,4,4.2,3.7,2.7,0.8,8,0.2,80,37.271,4,0.8,0.2,0.5,94,6.5,61,21,21.01.2015,CC-CV,0.02,80%,0,60,-10,30,5.18,4.27,0.545,8.1,9.324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-20223a,SDL-20223,Eemb Co,Lithium Cobalt Oxide,ambigious - LCO,Pouch,LP857062-PCM-NTC-LD ,Active,Prismatic,500,80,355,3.8,4.2,3.7,2.7,0.76,7.6,0.5,71.5,36.89,3.8,0.76,0.5,0.5,70,8.5,62,21,04.03.2015,CC-CV,0.02,80%,-20,50,-20,25,5.82,4.28,2.909,10.8,10.476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-20223b,SDL-20223,Eemb Co,Lithium Cobalt Oxide,ambigious - LCO,Pouch,LP857062-PCM-NTC-LD ,Active,Prismatic,800,80,355,3.8,4.2,3.7,2.7,0.76,7.6,0.2,71.5,36.89,3.8,0.76,0.2,0.5,70,8.5,62,21,04.03.2015,CC-CV,0.02,80%,0,55,-10,35,2.31,4.23,0.348,10.8,4.158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-20224a,SDL-20224,Eemb Co,Lithium Cobalt Oxide,ambigious - LCO,Pouch,LP50100100,Active,Prismatic,500,80,355,4.8,4.2,3.7,2.7,0.96,9.6,0.5,96,50,4.8,0.96,0.5,0.5,100,5,100,21,02.11.2018,CC-CV,0.02,80%,-10,50,-20,35,2.97,4.25,0.378,8.1,5.346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-20224b,SDL-20224,Eemb Co,Lithium Cobalt Oxide,ambigious - LCO,Pouch,LP50100100,Active,Prismatic,800,80,355,4.8,4.2,3.7,2.7,0.96,9.6,0.2,96,50,4.8,0.96,0.2,0.5,100,5,100,21,02.11.2018,CC-CV,0.02,80%,-10,55,-10,35,6.31,4.25,0.837,9.9,11.358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-20226,SDL-20226,Eemb Co,Lithium Cobalt Oxide,ambigious - LCO,Pouch,LP61100100,Active,Prismatic,500,80,355,6.8,4.2,3.7,2.7,1.36,13.6,0.5,124,61,6.4,1.36,0.5,0.5,100,6.1,100,21,-,CC-CV,0.02,80%,-20,50,-10,30,7.39,4.22,1.39,9,13.302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-20228a,SDL-20228,Eemb Co,Lithium Cobalt Oxide,ambigious - LCO,Pouch,LP38103122,Active,Prismatic,500,80,355,5.2,4.2,3.7,2.7,1.04,10.4,0.5,104,47.7508,5.2,1.04,0.5,0.5,122,3.8,103,21,05.11.2014,CC-CV,0.02,80%,0,55,0,40,3.25,4.22,0.553,9.9,5.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-20228b,SDL-20228,Eemb Co,Lithium Cobalt Oxide,ambigious - LCO,Pouch,LP38103122,Active,Prismatic,800,80,355,5.2,4.2,3.7,2.7,1.04,10.4,0.2,104,47.7508,5.2,1.04,0.2,0.5,122,3.8,103,21,05.11.2014,CC-CV,0.02,80%,-10,60,-20,30,4.45,4.24,0.667,10.8,8.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-20231,SDL-20231,Eemb Co,Lithium Cobalt Oxide,ambigious - LCO,Pouch,LP55103122,Active,Prismatic,500,80,355,6.6,4.2,3.7,2.7,1.32,13.2,0.5,134,69.113,3.3,1.32,0.5,0.5,122,5.5,103,21,-,CC-CV,0.02,80%,-20,50,-20,25,5.47,4.21,1.145,9,9.846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-20232,SDL-20232,Eemb Co,Lithium Cobalt Oxide,ambigious - LCO,Pouch,LP70103122,Active,Prismatic,500,80,355,8.7,4.2,3.7,2.7,1.74,17.4,0.5,173,87.962,4.1,1.74,0.5,0.5,122,7,103,21,-,CC-CV,0.02,80%,-20,60,-10,35,4.37,4.29,0.53,9.9,7.866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-20371a,SDL-20371,Eemb Co,Lithium Cobalt Oxide,ambigious - LCO,Pouch,LP6848166,Active,Prismatic,500,80,355,5.2,4.2,3.7,2.7,1.04,10.4,0.5,115,54.1824,5.2,1.04,0.5,0.5,166,6.8,48,21,28.07.2017,CC-CV,0.02,80%,-20,50,-20,40,3.36,4.27,3.715,8.1,6.048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-20371b,SDL-20371,Eemb Co,Lithium Cobalt Oxide,ambigious - LCO,Pouch,LP6848166,Active,Prismatic,800,80,355,5.2,4.2,3.7,2.7,1.04,10.4,0.2,115,54.1824,5.2,1.04,0.2,0.5,166,6.8,48,21,28.07.2017,CC-CV,0.02,80%,-10,60,-10,25,6.88,4.2,1.78,9.9,12.384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-20382,SDL-20382,Eemb Co,Lithium Cobalt Oxide,ambigious - LCO,Pouch,LP8867220,Active,Prismatic,800,80,355,10,4.2,3.7,2.7,2,20,1,200,129.712,10,2,1,0.5,220,8.8,67,21,03.02.2015,CC-CV,0.02,80%,0,55,-20,35,5.34,4.25,2.368,10.8,9.612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-20391,SDL-20391,ENAX,Nickel rich,LFP,Pouch,ENL-LM20,Active,Prismatic,400,80,355,20,4.2,3.8,3,4,20,1,550,380.25,20,4,1,0.5,325,7.5,156,21,PR-L-02-03 ,CC-CV,0.02,80%,-20,60,-10,35,5.66,4.26,3.035,10.8,8.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-20392,SDL-20392,ENAX,Nickel rich,LFP,Pouch,ENW-LM08,Active,Prismatic,400,80,355,8,4.2,3.8,3,1.66,8,1,220,141.68,8,1.66,1,0.5,161,5.5,160,21,PR-W-02-01 ,CC-CV,0.02,80%,0,55,-20,25,2.42,4.22,2.6,15.3,3.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-20393,SDL-20393,ENAX,Nickel rich,LFP,Pouch,ENS-XE36,Active,Prismatic,400,80,355,3.6,4.2,3.7,3,0.72,3.6,1,105,75.68,3.6,0.78,1,0.5,160,5.5,86,21,PR-S-03-01 ,CC-CV,0.02,80%,0,55,-10,25,5.99,4.25,0.637,10.8,8.985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-21234,SDL-21234,Neosonic Li-Polymer Energy,Nickel rich,"NMC, NCA, NMC/NCA",Pouch,KMBNK08035130S,Active,Prismatic,1000,80,355,4.9,4.2,3.7,3,0.98,4.9,0.2,90,40.04,4.9,0.98,0.5,0.5,130,8.8,35,21,-,CC-CV,0.02,80%,-20,50,-10,25,2.83,4.25,1.049,7.2,5.094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-21235,SDL-21235,Neosonic Li-Polymer Energy,Nickel rich,"NMC, NCA, NMC/NCA",Pouch,KMBNS08035130S,Active,Prismatic,1000,80,355,4.5,4.2,3.7,3,0.9,4.5,0.5,90,40.04,4.5,0.9,0.5,0.5,130,8.8,35,21,-,CC-CV,0.02,80%,0,55,0,25,3.22,4.23,2.229,9,5.796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-21236,SDL-21236,Neosonic Li-Polymer Energy,Nickel rich,"NMC, NCA, NMC/NCA",Pouch,KMBNK06035195S,Active,Prismatic,1000,80,355,5,4.2,3.7,3,1,5,0.2,100,40.95,5,1,0.5,0.5,195,6,35,21,-,CC-CV,0.02,80%,0,60,-20,35,2.05,4.29,0.154,8.1,3.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-21237,SDL-21237,Neosonic Li-Polymer Energy,Nickel rich,"NMC, NCA, NMC/NCA",Pouch,KMBNS06035195S,Active,Prismatic,1000,80,355,4.6,4.2,3.7,3,0.92,4.6,0.5,100,40.95,4.6,0.92,0.5,0.5,195,6,35,21,-,CC-CV,0.02,80%,0,55,-20,35,2.34,4.29,0.613,10.8,4.212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-21238,SDL-21238,Neosonic Li-Polymer Energy,Nickel rich,"NMC, NCA, NMC/NCA",Pouch,KMBNK06065108S,Active,Prismatic,500,80,355,5.1,4.2,3.7,3,1.02,5.1,0.5,95,42.12,5.1,1.02,0.5,0.5,108,6,65,21,-,CC-CV,0.02,80%,-10,60,0,35,1.87,4.24,1.283,7.2,3.366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-21239,SDL-21239,Neosonic Li-Polymer Energy,Nickel rich,"NMC, NCA, NMC/NCA",Pouch,KMBNS06065108S,Active,Prismatic,500,80,355,4.7,4.2,3.7,3,0.94,4.7,0.5,95,42.12,4.7,0.94,0.5,0.5,108,6,65,21,-,CC-CV,0.02,80%,-10,50,0,40,2.5,4.3,1.311,7.2,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-21240,SDL-21240,Neosonic Li-Polymer Energy,Nickel rich,"NMC, NCA, NMC/NCA",Pouch,KMBNK45065144S,Active,Prismatic,1000,80,355,5,4.2,3.7,3,1,5,0.5,125,42.12,5,1,0.5,0.5,144,4.5,65,21,-,CC-CV,0.02,80%,-20,55,0,30,1.6,4.24,0.221,10.8,2.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-21241,SDL-21241,Neosonic Li-Polymer Energy,Nickel rich,"NMC, NCA, NMC/NCA",Pouch,KMBNS45065144S,Active,Prismatic,500,80,355,4.6,4.2,3.7,3,0.92,4.6,0.5,125,42.12,4.6,0.92,0.5,0.5,144,4.5,65,21,-,CC-CV,0.02,80%,0,50,-10,30,7.34,4.21,2.161,9.9,13.212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-21778,SDL-21778,LECLANCHÉ,Nickel rich,NMC,Pouch,904823,Active,Prismatic,500,80,273,22,4.2,3.7,3,4.4,66,1,650,297.3894,22,4.4,1,0.5,157,12.3,154,21,Datenblatt_904823_v01_eng.doc,CC-CV,0.02,80%,-10,50,-20,25,3.3,4.3,1.068,9,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-22152,SDL-22152,GS Yuasa Technology,Nickel rich,NMC,Prismatic,LVP65,Active,Prismatic,500,80,232,75,4.2,3.7,3,15,325,1,2750,1174.8,75,15,1,0.5,178,50,132,21,-,CC-CV,0.02,80%,-20,50,-20,25,5.7,4.28,6.954,9,11.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-22176a,SDL-22176,EAS Batteries,Nickel rich,NCA,Cylindrical,HE-602030 NCA 55AH,Active,Cyl,1000,80,355,55,4.2,3.6,3,27.5,110,0.5,1500,573.678,110,11,0.5,0.5,60,203,174,60,Rev. 1.1/1.2,CC-CV,0.02,100%,-20,60,-10,25,6.06,4.27,0.125,7.2,13.332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-22176b,SDL-22176,EAS Batteries,Nickel rich,NCA,Cylindrical,HE-602030 NCA 55AH,Active,Cyl,2000,60,355,55,4.2,3.6,3,27.5,110,0.5,1500,573.678,110,11,0.5,0.5,60,203,174,60,Rev. 1..1/1.2,CC-CV,0.02,80%,0,50,0,25,7.01,4.25,0.179,6.3,23.834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-22254,SDL-22254,Saft,Lithium Iron Phosphate,LFP,Cylindrical,VL 45E FE,Active,Cyl,2500,75,355,44,3.65,3.3,2.5,6.285714286,50,1.2,900,476.1245,25,6.285714286,0.15,0.5,54,208,174,54,-,CC-CV,0.02,80%,-20,55,0,25,7.85,4.21,0.208,11.7,12.75625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-22408,SDL-22408,Saft,Nickel rich,"NMC, NCA, NMC/NCA",Cylindrical,VL 5U,Active,Cyl,500,80,355,5,4.1,3.65,2,1,2,1,350,158.8055,5,1,1,0.5,34,175,174,34,10.2009,CC-CV,0.02,80%,0,60,-20,30,7.78,4.25,0.084,8.1,14.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-22470a,SDL-22470,EAS Batteries,Nickel rich,NCA,Cylindrical,UHP-341440 NCA,Active,Cyl,1000,80,355,7.5,4.2,3.6,3,1.5,75,0.2,320,130.6742,75,3.8,0.2,0.5,34,144,174,34,12.12.2008,CC-CV,0.02,100%,-20,50,-20,30,2.28,4.3,0.177,7.2,5.016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-22470b,SDL-22470,EAS Batteries,Nickel rich,NCA,Cylindrical,UHP-341440 NCA,Active,Cyl,2000,60,355,7.5,4.2,3.6,3,1.5,75,0.2,320,130.6742,75,3.8,0.2,0.5,34,144,174,34,12.12.2008,CC-CV,0.02,80%,0,55,-10,35,3.63,4.28,0.107,9,12.342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-23011,SDL-23011,Battronix,Nickel rich,LFP,Pouch,LCB8570170EC1,Active,Prismatic,500,70,460,12.6,4.2,3.7,3,2.52,25.2,0.5,217,101.15,12.6,2.52,0.5,0.5,170,8.5,70,21,12.09.2009,CC-CV,0.02,70%,-10,50,0,25,7.87,4.24,3.393,10.8,13.7725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-23066a,SDL-23066,Thunder-Sky,Lithium Iron Phosphate,LFP,Prismatic,WB-LYP40AHA,Active,Prismatic,5000,80,355,40,3.65,3.3,2.5,12,120,0.5,1500,976.488,120,20,0.5,0.5,183,46,116,21,-,CC-CV,0.02,80%,0,60,-20,40,7.95,4.24,11.687,14.4,11.925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-23066b,SDL-23066,Thunder-Sky,Lithium Iron Phosphate,LFP,Prismatic,WB-LYP40AHA,Active,Prismatic,7000,80,355,40,3.65,3.3,2.5,12,120,0.5,1500,976.488,120,20,0.5,0.5,183,46,116,21,-,CC-CV,0.02,70%,-10,60,0,25,5.48,4.26,3,14.4,8.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-23067a,SDL-23067,Thunder-Sky,Lithium Iron Phosphate,LFP,Prismatic,WB-LYP60AHA,Active,Prismatic,5000,80,355,60,3.65,3.3,2.5,30,180,0.5,2100,1424.045,180,30,0.5,0.5,203,61,115,21,-,CC-CV,0.02,80%,-10,60,0,30,5.6,4.26,8.426,11.7,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-23067b,SDL-23067,Thunder-Sky,Lithium Iron Phosphate,LFP,Prismatic,WB-LYP60AHA,Active,Prismatic,7000,80,355,60,3.65,3.3,2.5,30,180,0.5,2100,1424.045,180,30,0.5,0.5,203,61,115,21,-,CC-CV,0.02,70%,-10,50,-10,35,8.93,4.22,4.056,10.8,13.395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-23068a,SDL-23068,Thunder-Sky,Lithium Iron Phosphate,LFP,Prismatic,WB-LYP90AHA,Active,Prismatic,5000,80,355,90,3.65,3.3,2.5,45,270,0.5,2900,1901.614,270,45,0.5,0.5,218,61,143,21,-,CC-CV,0.02,80%,0,50,-20,25,7.13,4.21,9.313,12.6,10.695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-23068b,SDL-23068,Thunder-Sky,Lithium Iron Phosphate,LFP,Prismatic,WB-LYP90AHA,Active,Prismatic,7000,80,355,90,3.65,3.3,2.5,45,270,0.5,2900,1901.614,270,45,0.5,0.5,218,61,143,21,-,CC-CV,0.02,70%,-20,60,-10,35,2.44,4.25,0.855,16.2,3.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-23069a,SDL-23069,Thunder-Sky,Lithium Iron Phosphate,LFP,Prismatic,WB-LYP100AHA,Active,Prismatic,5000,80,355,100,3.65,3.3,2.5,50,300,0.5,3500,1945.9,300,50,0.5,0.5,220,61,145,21,-,CC-CV,0.02,80%,-10,60,0,40,2.6,4.28,3.672,15.3,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-23069b,SDL-23069,Thunder-Sky,Lithium Iron Phosphate,LFP,Prismatic,WB-LYP100AHA,Active,Prismatic,7000,80,355,100,3.65,3.3,2.5,50,300,0.5,3500,1945.9,300,50,0.5,0.5,220,61,145,21,-,CC-CV,0.02,70%,0,55,-10,40,2.61,4.28,2.336,10.8,3.915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-23070a,SDL-23070,Thunder-Sky,Lithium Iron Phosphate,LFP,Prismatic,WB-LYP160AHA,Active,Prismatic,5000,80,355,160,3.65,3.3,2.5,80,480,0.5,5600,3803.8,480,80,0.5,0.5,280,65,209,21,-,CC-CV,0.02,80%,-10,50,0,35,3.47,4.23,11.462,13.5,5.205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDL-23070b,SDL-23070,Thunder-Sky,Lithium Iron Phosphate,LFP,Prismatic,WB-LYP160AHA,Active,Prismatic,7000,80,355,160,3.65,3.3,2.5,80,480,0.5,5600,3803.8,480,80,0.5,0.5,280,65,209,21,-,CC-CV,0.02,70%,0,55,-20,35,5.23,4.22,9.62,17.1,7.845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
